longitude,latitude,erp_vehicle_id,timestamp,erp_vehicle_types
103.77698387209236,1.4254119175786686,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:33:53.865,HGV
103.77718552195937,1.4254828561008355,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:33:54.865,HGV
103.77719989658117,1.4255464405048157,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:33:55.865,HGV
103.77752422508533,1.4256304872221854,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:33:56.865,HGV
103.77762408943099,1.425686910174939,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:33:57.865,HGV
103.77777202696379,1.4257412996574403,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:33:58.865,HGV
103.7781080410405,1.4258225398670543,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:33:59.865,HGV
103.77818457941515,1.4258794744694718,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:00.865,HGV
103.77846385150198,1.4259392256932273,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:01.865,HGV
103.77860255217969,1.4259895299303982,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:02.865,HGV
103.77878398246906,1.4260263863124836,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:03.865,HGV
103.77892490576673,1.4260652357008428,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:04.865,HGV
103.77921145577564,1.426132897733127,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:05.865,HGV
103.77931200405808,1.4262030379212625,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:06.865,HGV
103.77953611734539,1.426234316022583,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:07.865,HGV
103.77970581307544,1.4262721387609116,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:08.865,HGV
103.78002230171256,1.4263274271632833,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:09.865,HGV
103.78017426748951,1.4263597393212208,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:10.865,HGV
103.7804360175087,1.4263965617578769,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:11.865,HGV
103.7806095075317,1.4264537399351833,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:12.865,HGV
103.78073865047438,1.4264603038924768,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:13.865,HGV
103.78098174600676,1.4264991569899026,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:14.865,HGV
103.78111854476886,1.4264808429726221,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:15.865,HGV
103.78135678574364,1.426535058223188,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:16.865,HGV
103.78163127062714,1.4265507151324506,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:17.865,HGV
103.78169527471086,1.426584145790456,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:18.865,HGV
103.7819458715965,1.4265758615934716,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:19.865,HGV
103.78219341707648,1.4266070368415429,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:20.865,HGV
103.78226513260849,1.4266218390967023,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:21.865,HGV
103.78245518583492,1.4266330986729723,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:22.865,HGV
103.78279712151166,1.4266385477857138,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:23.865,HGV
103.78285367569784,1.426644923152721,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:24.865,HGV
103.7832021565694,1.4266357142641704,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:25.865,HGV
103.78330535324648,1.4266695661892026,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:26.865,HGV
103.7834927057201,1.4266476553543168,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:27.865,HGV
103.78380886945075,1.4266227928739403,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:28.865,HGV
103.7839554410585,1.426648479774494,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:29.865,HGV
103.78405161589832,1.4266304401733882,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:30.865,HGV
103.78427606460554,1.42663222458299,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:31.865,HGV
103.78451718992487,1.4266075202052253,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:32.865,HGV
103.78470938287761,1.426606878036833,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:33.865,HGV
103.78499914746908,1.4265620772495655,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:34.865,HGV
103.78521984961854,1.4265559533791639,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:35.865,HGV
103.78528194292359,1.426542290589947,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:36.865,HGV
103.78556146411955,1.4264848788630264,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:37.865,HGV
103.78570646790598,1.4264850744176252,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:38.865,HGV
103.78594114091713,1.426421907176634,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:39.865,HGV
103.78618136454372,1.4263853950479208,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:40.865,HGV
103.78625760024356,1.4263553548639774,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:41.865,HGV
103.78646296163886,1.4263314071777389,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:42.865,HGV
103.78667778682122,1.426297421020868,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:43.865,HGV
103.78693598192673,1.4262329697141578,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:44.865,HGV
103.78711091243902,1.426192307155186,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:45.865,HGV
103.78728790728061,1.4261724982594233,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:46.865,HGV
103.78741851926495,1.426123015168883,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:47.865,HGV
103.78768408148534,1.4260519854085063,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:48.865,HGV
103.78779797494963,1.426035058234404,101171f846d8b07abfab645dd8f25ee,2019-08-30 17:34:49.865,HGV
103.7658489340428,1.4166208401260911,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:09:45.487,Car
103.7656823363921,1.4165244604969192,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:09:46.487,Car
103.76554088939766,1.416475799690239,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:09:47.487,Car
103.76544585715428,1.416416225076575,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:09:48.487,Car
103.76521158122748,1.4163902117194098,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:09:49.487,Car
103.76518748523954,1.4163284398639673,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:09:50.487,Car
103.76488413579536,1.416298387095005,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:09:51.487,Car
103.76473828174987,1.4162636370400439,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:09:52.487,Car
103.76462522738518,1.4162498138277158,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:09:53.487,Car
103.76445596893663,1.4162510630180907,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:09:54.487,Car
103.76431888956513,1.4162510128844799,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:09:55.487,Car
103.76422601150938,1.416257281383774,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:09:56.487,Car
103.76404315288376,1.4162841525159822,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:09:57.487,Car
103.76381169607384,1.416282382034652,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:09:58.487,Car
103.76358839229992,1.4162911011794022,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:09:59.487,Car
103.76346473841778,1.416291857445224,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:10:00.487,Car
103.76330737243808,1.41631375638641,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:10:01.487,Car
103.76319564643268,1.4163388014967688,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:10:02.487,Car
103.76301647341282,1.416397349751685,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:10:03.487,Car
103.76286276229372,1.4164473477127708,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:10:04.487,Car
103.76267225997844,1.4164965714754902,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:10:05.487,Car
103.76255698277711,1.4165496084258011,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:10:06.487,Car
103.7624292293877,1.416615104860563,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:10:07.487,Car
103.76221646611549,1.4166815173670944,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:10:08.487,Car
103.76211446223458,1.4167644450963155,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:10:09.487,Car
103.76201734869407,1.416819207788948,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:10:10.487,Car
103.76183239044327,1.416932908288234,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:10:11.487,Car
103.76159950000797,1.4169778692606683,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:10:12.487,Car
103.76160960449157,1.4170678721932137,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:10:13.487,Car
103.76131547741775,1.4171436991881903,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:10:14.487,Car
103.76120502577643,1.417223238335431,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:10:15.487,Car
103.76118773073333,1.417346622806248,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:10:16.487,Car
103.76107277270324,1.4174301498477462,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:10:17.487,Car
103.76089963446525,1.417492878271166,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:10:18.487,Car
103.7608083549651,1.4176022408664715,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:10:19.487,Car
103.76051197689355,1.4177322166405253,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:10:20.487,Car
103.76056726836961,1.4178291153559306,78c5cf9bcdbb8e94aa45028abd1b524e,2019-08-30 18:10:21.487,Car
